## RECSRecommendations Upload File
## RECS''## RECS'' indicates a Recommendations pre-process header. Please do not remove these lines.
## RECS
## RECSUse this file to upload product display information to Recommendations. Each product has its own row. Each line must contain 19 values and if not all are filled a space should be left.
## RECSThe last 100 columns (entity.custom1 - entity.custom100) are custom. The name 'customN' can be replaced with a custom name such as 'onSale' or 'brand'.
## RECSIf the products already exist in Recommendations then changes uploaded here will override the data in Recommendations. Any new attributes entered here will be added to the product''s entry in Recommendations.
## RECSentity.id,entity.sku,entity.name,entity.image,entity.price,entity.type_id,entity.category,entity.thumbnail,entity.description,entity.importedFrom
WJ01,WJ01,Stellar Solar Jacket,https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/w/j/wj01-red_main_1.jpg,75,configurable,New Luma Yoga Collection,https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/w/j/wj01-red_main_1.jpg,"<p>Beat the heat and protect yourself from sunrays with the Stellar Solar Jacket. It's loaded with all the engineered features you need for an intense, safe outdoor workout: 100% UV protection, a breathable perforated construction, and advanced moisture-wicking technology.</p>
<p>&bull, Loose fit. <br />&bull, Reflectivity. <br />&bull, Flat seams. <br />&bull, Machine wash/dry.<br />&bull, Deep pink jacket with front panel rouching</p>",https://magdev11.adobedemo.com
WP13,WP13,Portia Capri,https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/w/p/wp13-orange_main_1.jpg,49,configurable,Women / Bottoms,https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/w/p/wp13-orange_main_1.jpg,"<p>From yoga at dawn to evenings curled up with a book, our Portia Capri gives you the comfort and freedom to cruise through the day. The high-waisted design keeps you covered while you're bending and stretching, while contrast stripes promise a dash of sporty style.</p>
<p>&bull, Salmon heather capri sweats.<br />&bull, Relaxed fit, high waist. <br />&bull, Inseam: 21"". <br />&bull, Wide elastic waistband. <br />&bull, Machine wash/dry.</p>",https://magdev11.adobedemo.com
WP12,WP12,Deirdre Relaxed-Fit Capri,https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/w/p/wp12-gray_main_1.jpg,63,configurable,Women / Bottoms,https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/w/p/wp12-gray_main_1.jpg,"<p>Invigorate your yoga practice with this Deirdre Relaxed-Fit Capri, designed to let you move without strain or restriction.</p>
<p>&bull, Heather gray capris with mint green waist &amp, accents.<br />&bull, Comfortable, relaxed fit with high rise.<br />&bull, Moisture-wicking, 4-way stretch construction.<br />&bull, Lined with mesh for better support.<br />&bull, Hidden pocket at waistband.<br />&bull, Flatlock seams and lined gusset for comfort.</p>",https://magdev11.adobedemo.com
WP11,WP11,Sylvia Capri,https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/w/p/wp11-green_main_1.jpg,42,configurable,Women / Bottoms,https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/w/p/wp11-green_main_1.jpg,"<p>Enjoy a sleek, slendering look in new Silvia Capri. Its engineer-designed support fabric feels great and gives the illusion of a slimmer fit.</p>
<p>&bull, Green striped capri.<br />&bull, Strategic side seam<br />&bull, Comfort gusset with lining.<br />&bull, Flat seaming.<br />&bull, Wide waistband.<br />&bull, Moisture wicking.</p>",https://magdev11.adobedemo.com
WP10,WP10,Daria Bikram Pant,https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/w/p/wp10-gray_main_1.jpg,51,configurable,Women / Bottoms,https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/w/p/wp10-gray_main_1.jpg,"<p>The Daria Bikram Pant is designed to stretch and move with your body to make extreme yoga extremely comfortable.</p>
<p>&bull, Heather gray capris with pink striped waist.<br />&bull, Flatlock seams.<br />&bull, Interior pocket.</p>",https://magdev11.adobedemo.com
WP09,WP09,Carina Basic Capri,https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/w/p/wp09-black_main_1.jpg,51,configurable,Women / Bottoms,https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/w/p/wp09-black_main_1.jpg,"<p>Perfect as workout pants or ""accessory,"" the Carina Basic Capri is comfy as it is practical -- try it under skirts or shorts.</p>
<p>&bull, Black capris with rouching detail.<br />&bull, 93% cotton, 7% spandex.<br />&bull, Elasticized waistband.<br />&bull, Reinforced seams with exposed topstitching.<br />&bull, Soft, medium-weight jersey with added stretch.</p>",https://magdev11.adobedemo.com
WP08,WP08,Bardot Capri,https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/w/p/wp08-black_main_1.jpg,48,configurable,Women / Bottoms,https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/w/p/wp08-black_main_1.jpg,"<p>Black is back &mdash, was it ever gone? &mdash, which means all your favorite tops will get along with the comfortable and versatile Bardot Capri.</p>
<p>&bull, Black capris with pink waistband.<br />&bull, Cropped leggings.<br />&bull, Waistband drawcord. <br />&bull, Flat, thin and flattering.<br />&bull, Made with organic fabric.</p>",https://magdev11.adobedemo.com
WP07,WP07,Aeon Capri,https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/w/p/wp07-black_main_1.jpg,48,configurable,Women / Bottoms,https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/w/p/wp07-black_main_1.jpg,"<p>Reach for the stars and beyond in these Aeon Capri pant. With a soft, comfortable feel and moisture wicking fabric, these duo-tone leggings are easy to wear -- and wear attractively.</p>
<p>&bull, Black capris with teal accents.<br>&bull, Thick, 3"" flattering waistband.<br>&bull, Media pocket on inner waistband.<br>&bull, Dry wick finish for ultimate comfort and dryness.</p>",https://magdev11.adobedemo.com
WSH03,WSH03,Gwen Drawstring Bike Short,https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/w/s/wsh03-gray_main_2.jpg,50,configurable,New Luma Yoga Collection,https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/w/s/wsh03-gray_main_2.jpg,"<p>For a completely modern style with moisture-wicking CoolTech&trade, technology, try the Gwen Drawstring Bike Short. Subtle grays and eye catching stitching combine with an adjustable waist for the perfect look and fit.</p>
<p>&bull, Dark heather gray rouched bike shorts.<br />&bull, Fitted. Inseam: 2"". <br />&bull, Machine wash/dry.</p>",https://magdev11.adobedemo.com
WP06,WP06,Diana Tights,https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/w/p/wp06-black_main_1.jpg,59,configurable,Women / Bottoms,https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/w/p/wp06-black_main_1.jpg,"<p>Perfect for hot bikram session or cool-down stretching. 8-percent stretch means you'll feel like anything is possible in the capri-style Diana Tights.</p>
<p>&bull, Black legging with slate details.<br />&bull, Flat-lock, chafe-free side seams.<br />&bull, Vented gusset.<br />&bull, Secret interior pocket.<br />&bull, Sustainable and recycled fabric.</p>",https://magdev11.adobedemo.com
WP04,WP04,Cora Parachute Pant,https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/w/p/wp04-blue_main_1.jpg,75,configurable,Women / Bottoms,https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/w/p/wp04-blue_main_1.jpg,"<p>Good for running, hiking, lounging or stretching, the Cora Parachute Pant presents comfortable styling designed to help you look and feel great.</p>
<p>&bull, Light blue parachute pants.<br />&bull, Power mesh internal waistband for support.<br />&bull, Internal waistband pocket.<br />&bull, Antimicrobial finish.</p>",https://magdev11.adobedemo.com
WP03,WP03,Ida Workout Parachute Pant,https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/w/p/wp03-blue_main_1.jpg,48,configurable,New Luma Yoga Collection,https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/w/p/wp03-blue_main_1.jpg,"<p>The Ida Workout Parachute Pant is made of lightweight, super-soft fabric that keeps you comfortable during any level of activity, whether Downward Dog or a few trail miles.</p>
<p>&bull, Royal blue parachute pants.<br />&bull, Contrast stripe.<br />&bull, Relaxed fit. <br />&bull, Drawstring closure.<br />&bull, Machine wash/dry.</p>",https://magdev11.adobedemo.com
WP02,WP02,Emma Leggings,https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/w/p/wp02-blue_main_1.jpg,42,configurable,Women / Bottoms,https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/w/p/wp02-blue_main_1.jpg,"<p>These comfortable and practical leggings pair perfectly with any workout top or casual tee. The Emma's subtle contrast fabric and fit ensure you're stylish without overdoing it.</p>
<p>&bull, Light blue heather yoga pants. <br />&bull, Body hugging fit.<br />&bull, Low rise fit.</p>",https://magdev11.adobedemo.com
WP01,WP01,Karmen Yoga Pant,https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/w/p/wp01-gray_main_1.jpg,39,configurable,Women / Bottoms,https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/w/p/wp01-gray_main_1.jpg,"<p>Good for running, hiking, lounging or stretching, the Cora Parachute Pant presents comfortable styling designed to help you look and feel great.</p>
<p>&bull, Light blue parachute pants.<br />&bull, Power mesh internal waistband for support.<br />&bull, Internal waistband pocket.<br />&bull, Antimicrobial finish.</p>",https://magdev11.adobedemo.com
24-WG085_Group,24-WG085_Group,Set of Sprite Yoga Straps,https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/l/u/luma-yoga-strap-set.jpg,14,grouped,Gear, Equipment,https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/l/u/luma-yoga-strap-set.jpg,"<p>Great set of Sprite Yoga Straps for every stretch and hold you need. There are three straps in this set: 6', 8' and 10'.</p>
<ul>
<li>100% soft and durable cotton.</li>
<li>Plastic cinch buckle is easy to use.</li>
<li>Choice of three natural colors made from phthalate and heavy metal free dyes.</li>
</ul>",https://magdev11.adobedemo.com
24-WG080,24-WG080,Sprite Yoga Companion Kit,https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/l/u/luma-yoga-kit-2.jpg,61,bundle,Gear, Equipment,https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/l/u/luma-yoga-kit-2.jpg,"<p>A well-rounded yoga workout takes more than a mat. The Sprite Yoga Companion Kit helps stock your studio with the basics you need for a full-range workout. The kit is composed of four best-selling Luma Sprite accessories in one easy bundle: statis ball, foam block, yoga strap, and foam roller. Choose sizes and colors and leave the rest to us. The kit includes:</p>
<ul>
<li>Sprite Statis Ball</li>
<li>Sprite Foam Yoga Brick</li>
<li>Sprite Yoga Strap</li>
<li>Sprite Foam Roller</li>
</ul>",https://magdev11.adobedemo.com
24-WG02,24-WG02,Didi Sport Watch,https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/w/g/wg02-bk-0.jpg,92,simple,Gear, Equipment,https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/w/g/wg02-bk-0.jpg,"<p>The Didi Sport Watch helps you keep your workout plan down to the second. The vertical, digital face looks sleek and futuristic. This watch is programmed with tons of helpful features such as a timer, an alarm clock, a pedometer, and more to help make your excercise more productive.</p>
<ul>
<li>Digital display.</li>
<li>LED backlight.</li>
<li>Rubber strap with buckle clasp.</li>
<li>1-year limited warranty.</li>
</ul>",https://magdev11.adobedemo.com
24-WG03,24-WG03,Clamber Watch,https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/w/g/wg03-gr-0.jpg,54,simple,Gear, Equipment,https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/w/g/wg03-gr-0.jpg,"<p>Keep track of time on the treadmill or trail with our Clamber Watch. The flexible, rubberized strap is contoured to conform to your wrist for a comfortable fit all day. The face features an illuminated digital read-out of the current time and stopwatch functions.</p>
<ul>
<li>Japanese quartz movement.</li>
<li>Strap fits 5"" to 6.0"".</li>
</ul>",https://magdev11.adobedemo.com
24-WG01,24-WG01,Bolo Sport Watch,https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/w/g/wg01-bk-0.jpg,49,simple,Gear,https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/w/g/wg01-bk-0.jpg,"<p>The Bolo Sport Watch is sleek, sporty and sized just right to fit your smaller wrist. Easy to read and set up, it features a large digital face and button-activated alarm and stopwatch. The soft-touch resin band promises no-pinch comfort, while the water-resistant design lets you take your workout to the lap pool.</p>
<ul>
<li>Displays time, day and date.</li>
<li>Two-tone design.</li>
<li>12/24 hour formats.</li>
<li>Nickel-free buckle on band.</li>
<li>Battery included.</li>
</ul>",https://magdev11.adobedemo.com
24-WG09,24-WG09,Luma Analog Watch,https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/w/g/wg09-gr-0.jpg,43,simple,Gear,https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/w/g/wg09-gr-0.jpg,"<p>Designed to stand up to your active lifestyle, this women's Luma Analog Watch features a tasteful brushed chrome finish and a stainless steel, water-resistant construction for lasting durability.</p>
<ul>
<li>Precision Miyota&reg, three-hand movement.</li>
</ul>",https://magdev11.adobedemo.com
24-MG02,24-MG02,Dash Digital Watch,https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/m/g/mg02-bk-0.jpg,92,simple,Gear, Equipment,https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/m/g/mg02-bk-0.jpg,"<p>The Dash Digital Watch will challenge you to push harder and longer. Log workouts by date, average, and segment times, and recharge by setting hydration and nutrition alarms. This watch is styled with a sleek, square face and durable rubber strap for a long life.</p>
<ul>
<li>Digital display.</li>
<li>LED backlight.</li>
<li>Rubber strap with buckle clasp.</li>
<li>1-year limited warranty.</li>
</ul>",https://magdev11.adobedemo.com
24-MG05,24-MG05,Cruise Dual Analog Watch,https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/m/g/mg05-br-0.jpg,55,simple,Gear,https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/m/g/mg05-br-0.jpg,"<p>Whether you're traveling or wish you were, you'll never let time zones perplex you again with the Cruise Dual Analog Watch. The thick, adjustable band promises a comfortable, personalized fit to this classy, modern time piece.</p>
<ul>
<li>Two dials.</li>
<li>Stainless steel case.</li>
<li>Adjustable leather band.</li>
</ul>",https://magdev11.adobedemo.com
24-MG03,24-MG03,Summit Watch,https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/m/g/mg03-br-0.jpg,54,simple,Gear,https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/m/g/mg03-br-0.jpg,"<p>Trek high and low in the attractive Summit Watch, which features a digital LED display with time and date, stopwatch, lap counter, and 3-second backlight. It can also calculate the number of steps taken and calories burned.</p>
<ul>
<li>Brushed metal case.</li>
<li>Water resistant (100 meters).</li>
<li>Buckle clasp.</li>
<li>Strap fits 7"" - 10"".</li>
<li>1-year limited warranty.</li>
</ul>",https://magdev11.adobedemo.com
24-MG01,24-MG01,Endurance Watch,https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/m/g/mg01-bk-0.jpg,49,simple,Gear,https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/m/g/mg01-bk-0.jpg,"<p>It's easy to track and monitor your training progress with the Endurance Watch. You'll see standard info like time, date and day of the week, but it also functions for the serious high-mileage athete: lap counter, stopwatch, distance, heart rate, speed/pace, cadence and altitude.</p>
<ul>
<li>Digital display.</li>
<li>LED backlight.</li>
<li>Strap fits 7"" to 10"".</li>
<li>1-year limited warranty.</li>
<li>Comes with polished metal case.</li>
</ul>",https://magdev11.adobedemo.com
WSH05,WSH05,Bess Yoga Short,https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/w/s/wsh05-blue_main_1.jpg,28,configurable,Women / Bottoms,https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/w/s/wsh05-blue_main_1.jpg,"<p>Designed for intense physical activity &ndash, think bikram &ndash, our Bess Yoga Short features moisture-wicking, four-way stretch fabric that lets you move in every which way. A vented gusset adds breathability and range of motion.</p>
<p>&bull, Navy cotton shorts with light bue waist detail.<br />&bull, Front shirred waistband.<br />&bull, Flat-lock, chafe-free side seams.<br />&bull, Vented gusset.<br />&bull, Hidden interior pocket.<br />&bull, Sustainable and recycled fabric.</p>",https://magdev11.adobedemo.com
WH05,WH05,Selene Yoga Hoodie,https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/w/h/wh05-white_main_1.jpg,42,configurable,Women / Tops,https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/w/h/wh05-white_main_1.jpg,"<p>The Selene Yoga Hoodie gets you to and from the studio in semi form-fitted comfort. Snug, sleek contours add fashion to function in this free-moving yoga warm up sweatshirt.</p>
<p>&bull, Ivory heather full zip 3/4 sleeve hoodie.<br />&bull, Zip pocket at arm for convenient storage.<br />&bull, 24.0"" body length.<br />&bull, 89% Polyester / 11% Spandex.</p>",https://magdev11.adobedemo.com
MSH09,MSH09,Troy Yoga Short,https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/m/s/msh09-blue_main_1.jpg,24,configurable,Men / Bottoms,https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/m/s/msh09-blue_main_1.jpg,"<p>The versatile, all-purpose Troy Yoga Short is knee-lengthed with an elastic waistband with drawstring, making it comfortably flexible. The removable LumaTech&trade, wicking liner is also bacteria resistant.</p>
<p>&bull, Navy polyester pinstripe shorts.<br />&bull, Woven fabric with moderate stretch.<br />&bull, 62% cotton/34% nylon/4% spandex.<br />&bull, LumaTech&trade, lining.</p>",https://magdev11.adobedemo.com
MSH05,MSH05,Hawkeye Yoga Short,https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/m/s/msh05-gray_main_1.jpg,29,configurable,Men / Bottoms,https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/m/s/msh05-gray_main_1.jpg,"<p>What more do you need than a sporty yoga short made with organic cotton and a little spandex for mobility? The Hawkeye Yoga Short brings a stylish, standard fit you can sport with confidence outside the studio.</p>
<p>&bull, Dark gray shorts with red accents.<br />&bull, 92% Organic Cotton 8% Spandex.<br />&bull, Breathable stretch organic cotton.<br />&bull, Medium=8.0"" (21.0cm) inseam.</p>",https://magdev11.adobedemo.com
243-MB09,243-MB09,Luma Virtual Gift Card,https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/g/i/gift-card-virtual-custom.jpg,0,giftcard,Gift Cards,https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/g/i/gift-card-virtual-custom.jpg,A Luma virtual gift card is emailed with an optional message to your special someone. It can be redeemed on any of the Luma family of websites and will never expire. Give the gift of purchase power!,https://magdev11.adobedemo.com
WSH12,WSH12,Erika Running Short,https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/w/s/wsh12-green_main_1.jpg,45,configurable,Women / Bottoms,https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/w/s/wsh12-green_main_1.jpg,"<p>A great short with a body-hugging design, the Erika Running Short is perfect for runners who prefer a fitted short rather than the traditional baggy variety.</p>
<p>&bull, Seafoam pattern running shorts.<br />&bull, Elastic waistband.<br />&bull, Snug fit.<br />&bull, 4'' inseam.<br />&bull, 76% premium brushed Nylon / 24% Spandex.</p>",https://magdev11.adobedemo.com
WSH11,WSH11,Ina Compression Short,https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/w/s/wsh11-blue_main_1.jpg,49,configurable,Women / Bottoms,https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/w/s/wsh11-blue_main_1.jpg,"<p>One of Luma's most popular items, the Ina Compression Short has you covered with exceptional support and comfort, whether you're running the trail, riding a bike or ripping out reps. The ventilating fabric offers cool relief and prevents irritating chafing.</p>
<p>&bull, Royal blue bike shorts.<br />&bull, Compression fit. <br />&bull, Moisture-wicking. <br />&bull, Anti-microbial. <br />&bull, Machine wash/dry.</p>",https://magdev11.adobedemo.com
WSH10,WSH10,Ana Running Short,https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/w/s/wsh10-black_main_1.jpg,40,configurable,Women / Bottoms,https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/w/s/wsh10-black_main_1.jpg,"<p>Time to lace up your kicks and beat that personal best in the Ana Running Short. It's designed with breathable mesh side panels to help keep you cool while you master the miles.</p>
<p>&bull, Black/pink two-layer shorts.<br />&bull, Low-rise elastic waistband.<br />&bull, Relaxed fit. <br />&bull, Ultra-lightweight fabric. <br />&bull, Internal drawstring. <br />&bull, Machine wash/dry.</p>",https://magdev11.adobedemo.com
WSH09,WSH09,Mimi All-Purpose Short,https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/w/s/wsh09-gray_main_1.jpg,44,configurable,Women / Bottoms,https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/w/s/wsh09-gray_main_1.jpg,"<p>You can run, bike or swim in the do-anything, water-resistance Mimi Short. No need to worry about rubbing-induced soreness either, with flatlock seams and soft, chafe-resistant material.</p>
<p>&bull, Gray/seafoam two-layer shorts.<br />&bull, Water-resistant construction.<br />&bull, Inner mesh brief for breathable support.<br />&bull, 2.0"" inseam.<br />&bull, Reflective trim for visibility.</p>",https://magdev11.adobedemo.com
WSH08,WSH08,Sybil Running Short,https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/w/s/wsh08-purple_main_1.jpg,44,configurable,Women / Bottoms,https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/w/s/wsh08-purple_main_1.jpg,"<p>Fortunately, it's okay to look cute while you're working out. The Sybil Running Short combines a fun, color-blocked design with breathable mesh fabric for sporty-fun style.</p>
<p>&bull, Blue running shorts with green waist.<br />&bull, Drawstring-adjustable waist.<br />&bull, 4"" inseam. Machine wash/line dry.</p>",https://magdev11.adobedemo.com
WSH07,WSH07,Echo Fit Compression Short,https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/w/s/wsh07-black_main_1.jpg,24,configurable,New Luma Yoga Collection,https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/w/s/wsh07-black_main_1.jpg,"<p>Your muscles know it's go time the second you pull on the Echo Fit Compression Short. A balance of firm, stimulating squeeze with breathability, it offers the support and comfort you need to give it your all.</p>
<p>&bull, Black compression shorts.<br />&bull, High-waisted cut.<br />&bull, Compression fit.<br />&bull, Inseam: 1.0"". <br />&bull, Machine wash/dry.</p>",https://magdev11.adobedemo.com
WSH06,WSH06,Angel Light Running Short,https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/w/s/wsh06-gray_main_1.jpg,42,configurable,Women / Bottoms,https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/w/s/wsh06-gray_main_1.jpg,"<p>The Angel Light Running Short offers comfort in an ultra-lightweight, breathable package. With fabric infused with all-natural Cocona&reg, performance technology, it can whisk away sweat and block UV rays.</p>
<p>&bull, Dark heather gray running shorts.<br />&bull, Snug fit. <br />&bull, Elastic waistband. <br />&bull, Cocona&reg, performance fabric. <br />&bull, Machine wash/dry.</p>",https://magdev11.adobedemo.com
WSH04,WSH04,Artemis Running Short,https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/w/s/wsh04-black_main_1.jpg,45,configurable,Women / Bottoms,https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/w/s/wsh04-black_main_1.jpg,"<p>Discover smooth jogging and chic comfort each time you slip into the Artemis Running Short. A unique maritime-inspired design and oolor theme features a stretchy drawstring waist.</p>
<p>&bull, Black rouched shorts with mint waist. <br />&bull, Soft, lightweight construction.<br />&bull, LumaTech&trade, wicking technology.<br />&bull, Semi-fitted.</p>",https://magdev11.adobedemo.com
